amount,hour_of_day,is_weekend,receiver_account_age_days,receiver_report_count,receiver_tx_count_24h,receiver_unique_senders_24h,previous_connections_count,avg_transaction_amount_7d,amount_deviation,velocity_ratio,is_first_interaction,is_fraud
3550.78,7,0,199,0,8,3,30,776.64,4.5661,0.3333,0,0
2616.94,15,0,718,0,5,3,0,2900.25,0.902,0.5,1,0
2583.89,22,0,576,0,12,8,15,943.21,2.7366,0.6154,0,0
9061.02,6,1,1265,0,34,24,2,8566.0,1.0577,0.6857,0,0
1445.58,19,0,96,0,6,1,8,1159.19,1.246,0.1429,0,0
1265.76,11,1,187,2,9,2,2,1795.22,0.7047,0.2,0,0
4868.53,2,0,48,0,15,9,0,1858.04,2.6188,0.5625,1,1
4043.13,15,1,908,0,12,7,0,4781.42,0.8454,0.5385,1,0
1200.1,9,1,330,0,20,13,18,1371.22,0.8746,0.619,0,0
4084.23,13,0,123,0,7,6,6,1470.2,2.7761,0.75,0,0
2662.93,19,0,725,0,8,7,0,967.97,2.7482,0.7778,1,0
3853.61,14,0,165,1,3,2,22,294.93,13.022,0.5,0,0
622.23,8,0,503,0,35,16,19,1312.63,0.4737,0.4444,0,0
3989.51,16,0,940,0,8,4,0,4323.53,0.9225,0.4444,1,0
2224.75,5,0,123,1,5,6,1,916.2,2.4256,1.0,0,1
1899.03,15,0,893,0,2,2,0,1602.34,1.1844,0.6667,1,0
2724.07,4,0,12,1,17,35,1,566.77,4.7978,1.9444,0,1
1285.05,21,0,268,0,19,6,19,597.37,2.1476,0.3,0,0
3641.33,9,0,138,2,15,11,1,1829.17,1.9896,0.6875,0,1
3241.24,7,0,262,2,8,2,23,547.75,5.9066,0.2222,0,0
5389.67,9,1,767,0,24,14,2,6588.78,0.8179,0.56,0,0
778.24,18,0,383,0,17,9,17,1015.45,0.7656,0.5,0,0
1230.7,6,0,382,0,3,6,8,1125.01,1.093,1.5,0,0
7604.99,9,0,903,0,9,12,0,5827.02,1.3049,1.2,1,0
1344.39,4,0,38,2,12,6,5,495.66,2.7069,0.4615,0,0
731.02,14,1,146,2,5,0,12,282.65,2.5772,0.0,0,0
5904.66,18,0,1378,0,24,14,0,3534.36,1.6702,0.56,1,0
3631.31,17,0,57,1,11,3,6,2032.03,1.7862,0.25,0,1
6095.33,16,0,869,0,30,14,3,10146.85,0.6007,0.4516,0,0
4711.26,13,1,522,1,7,1,12,538.75,8.7286,0.125,0,0
12610.55,18,1,1422,0,30,19,3,3710.08,3.3981,0.6129,0,0
4656.6,17,0,96,1,10,1,4,660.06,7.0441,0.0909,0,0
1401.7,15,0,215,1,7,3,19,264.39,5.2817,0.375,0,0
5134.41,11,1,194,1,20,8,5,93.84,54.1376,0.381,0,1
1209.25,19,0,81,0,9,6,1,118.93,10.083,0.6,0,1
9748.69,8,1,793,0,31,19,0,6339.68,1.5375,0.5938,1,0
524.24,6,1,189,2,13,8,6,770.58,0.6794,0.5714,0,0
2617.46,20,1,351,0,26,9,7,307.92,8.4729,0.3333,0,0
1202.35,10,0,693,2,2,5,28,837.61,1.4337,1.6667,0,0
1712.61,14,0,614,2,3,3,8,331.52,5.1504,0.75,0,0
637.77,9,1,565,0,13,7,20,618.15,1.0301,0.5,0,0
5233.06,1,0,59,1,5,10,1,1935.01,2.703,1.6667,0,0
35.03,17,0,390,0,5,1,0,1560.55,0.0224,0.1667,1,0
2678.25,17,0,340,0,6,9,0,2645.55,1.012,1.2857,1,0
3456.48,21,0,189,1,10,3,17,652.06,5.2927,0.2727,0,0
47.53,11,1,283,1,7,4,17,1303.22,0.0364,0.5,0,0
3780.3,6,0,30,0,7,3,3,295.72,12.7403,0.375,0,0
4980.34,22,1,1478,0,23,19,0,7971.98,0.6247,0.7917,1,0
1200.09,7,0,355,0,19,16,17,462.33,2.5901,0.8,0,0
1435.41,22,0,116,2,3,4,22,741.47,1.9333,1.0,0,0
4672.38,19,0,161,0,12,12,6,554.35,8.4134,0.9231,0,1
937.97,10,1,61,0,8,11,5,2017.04,0.4648,1.2222,0,1
7116.35,2,0,355,5,17,1,4,358.76,19.7808,0.0556,0,1
3094.98,8,0,1087,0,15,9,0,2419.0,1.2789,0.5625,1,0
8609.26,22,1,233,3,13,13,4,477.52,17.9914,0.9286,0,1
2404.98,15,1,26,6,14,22,3,842.07,2.8526,1.4667,0,1
4449.96,8,1,71,2,1,2,1,1590.79,2.7956,1.0,0,0
1889.91,10,1,181,2,8,5,4,949.36,1.9886,0.5556,0,1
5785.12,8,1,904,0,31,22,2,4001.18,1.4455,0.6875,0,0
1733.18,12,1,528,1,6,4,16,1368.22,1.2658,0.5714,0,0
1982.94,7,1,146,2,7,1,8,1583.85,1.2512,0.125,0,0
777.39,16,0,96,0,2,7,22,588.27,1.3192,2.3333,0,0
3258.54,23,0,436,2,5,5,0,428.43,7.5881,0.8333,1,0
2227.64,19,0,233,0,17,10,9,1743.96,1.2766,0.5556,0,0
281.8,17,0,508,0,11,0,3,1400.01,0.2011,0.0,0,0
2265.44,17,0,49,0,12,6,0,695.59,3.2522,0.4615,1,1
250.78,13,0,141,0,27,19,15,983.91,0.2546,0.6786,0,0
2560.3,23,1,1404,0,27,15,0,9623.15,0.266,0.5357,1,0
2816.84,22,1,480,1,3,2,17,629.58,4.4671,0.5,0,0
4238.79,17,1,103,1,7,4,24,2074.74,2.0421,0.5,0,0
5109.28,23,0,137,2,5,4,29,143.33,35.4,0.6667,0,0
2239.24,16,0,523,0,13,6,24,849.83,2.6318,0.4286,0,0
755.07,16,1,243,2,8,8,5,574.57,1.3119,0.8889,0,1
2376.47,12,0,64,2,12,2,3,520.33,4.5585,0.1538,0,0
332.69,21,0,506,0,16,13,17,275.14,1.2048,0.7647,0,0
700.91,23,1,47,1,5,12,0,1772.6,0.3952,2.0,1,0
1207.0,7,1,90,0,12,4,2,277.96,4.3268,0.3077,0,0
2885.48,20,0,98,1,1,6,21,428.56,6.7173,3.0,0,0
794.15,18,0,10,0,51,16,6,870.87,0.9109,0.3077,0,1
412.01,21,1,72,1,12,5,6,1436.47,0.2866,0.3846,0,1
5263.74,8,0,1098,0,13,7,0,5080.6,1.0358,0.5,1,0
3967.88,13,1,290,0,12,0,6,663.55,5.9708,0.0,0,0
366.62,10,0,374,0,1,4,8,1449.58,0.2527,2.0,0,0
46912.5,4,1,726,1,16,4,4,213.14,219.074,0.2353,0,1
3375.99,6,0,267,2,1,2,10,783.54,4.3031,1.0,0,0
4666.85,9,0,119,2,7,1,19,1113.45,4.1876,0.125,0,0
900.17,12,0,194,0,13,10,0,970.78,0.9263,0.7143,1,1
14.88,15,0,40,3,17,4,3,35.1,0.4122,0.2222,0,1
9.54,1,1,0,1,26,9,3,35.04,0.2647,0.3333,0,1
7873.6,14,1,1316,0,34,7,3,6288.91,1.2518,0.2,0,0
2239.65,19,1,57,0,6,5,4,1475.02,1.5174,0.7143,0,0
2722.16,13,1,312,0,2,4,0,1298.46,2.0948,1.3333,1,0
13.4,12,0,14,0,21,16,2,5.08,2.2039,0.7273,0,1
2966.27,23,0,815,0,36,16,2,7982.92,0.3715,0.4324,0,0
2199.78,14,0,79,0,12,4,25,391.96,5.598,0.3077,0,0
4585.28,16,0,539,2,10,0,4,756.58,6.0525,0.0,0,0
16124.36,9,1,885,0,27,20,0,12061.67,1.3367,0.7143,1,0
4731.76,17,1,437,0,3,2,13,799.12,5.9138,0.5,0,0
1437.0,16,0,681,0,9,7,29,1745.75,0.8227,0.7,0,0
3649.8,10,0,567,0,8,1,6,1918.89,1.901,0.1111,0,0
1608.16,23,1,359,0,7,6,25,1198.41,1.3408,0.75,0,0
4788.48,17,1,440,0,7,2,24,1773.16,2.699,0.25,0,0
4294.03,8,0,273,0,4,5,30,1338.46,3.2058,1.0,0,0
6021.04,16,0,434,0,28,16,0,10567.37,0.5697,0.5517,1,0
11258.45,18,0,741,0,19,7,0,6123.07,1.8384,0.35,1,0
3651.37,9,0,557,0,12,4,15,261.43,13.9137,0.3077,0,0
4.87,9,1,22,1,10,11,3,13.55,0.3347,1.0,0,1
3451.2,8,1,189,2,9,5,6,1382.27,2.495,0.5,0,0
5938.6,12,0,1059,0,10,14,1,7153.61,0.83,1.2727,0,0
3192.8,16,0,447,2,5,2,13,1474.79,2.1635,0.3333,0,0
420.39,15,0,222,0,19,16,20,1361.47,0.3085,0.8,0,0
1749.35,22,0,260,0,28,13,13,1026.35,1.7028,0.4483,0,0
3420.37,22,1,98,3,19,6,2,625.78,5.4571,0.3,0,1
14417.61,11,0,749,0,25,27,1,11307.2,1.275,1.0385,0,0
2080.72,13,0,187,0,8,4,19,503.58,4.1237,0.4444,0,0
2873.06,20,0,637,1,11,6,18,597.6,4.7996,0.5,0,0
3516.22,16,1,114,1,14,8,2,1395.53,2.5178,0.5333,0,0
411.19,2,1,184,0,15,8,1,443.02,0.9261,0.5,0,1
2818.46,12,1,58,1,15,5,4,1702.63,1.6544,0.3125,0,0
13572.49,3,0,296,1,12,8,2,530.1,25.5554,0.6154,0,1
952.5,8,0,45,0,5,4,7,497.85,1.9094,0.6667,0,0
9643.14,8,0,312,0,8,7,2,442.41,21.7477,0.7778,0,1
1351.07,16,0,191,1,10,9,3,920.8,1.4657,0.8182,0,1
12780.0,21,1,1249,0,38,10,0,4750.6,2.6896,0.2564,1,0
2361.29,15,1,534,1,12,5,2,1373.61,1.7178,0.3846,0,0
1209.16,20,0,580,0,12,15,15,1678.46,0.72,1.1538,0,0
15042.51,19,0,979,0,11,15,2,7096.97,2.1193,1.25,0,0
1784.12,11,1,68,1,7,3,17,192.77,9.2074,0.375,0,0
4127.73,13,0,496,1,7,5,27,1252.96,3.2918,0.625,0,0
2180.04,14,0,627,0,9,3,12,1423.63,1.5302,0.3,0,0
4619.21,20,0,407,1,10,2,17,799.24,5.7723,0.1818,0,0
4165.07,13,0,319,0,10,4,18,346.68,11.9796,0.3636,0,0
2893.87,9,0,200,0,17,11,5,343.12,8.4095,0.6111,0,0
1872.3,9,0,579,0,20,26,6,796.37,2.3481,1.2381,0,0
5323.6,13,1,1356,0,28,23,0,3894.74,1.3665,0.7931,1,0
3640.7,10,0,167,2,6,7,1,1468.5,2.4775,1.0,0,1
2062.65,8,0,179,0,11,6,8,901.97,2.2843,0.5,0,0
7343.33,10,1,244,1,10,13,4,351.37,20.8398,1.1818,0,1
4976.33,20,0,1056,0,17,15,2,4581.84,1.0859,0.8333,0,0
15398.99,21,0,497,0,27,9,0,11981.79,1.2851,0.3214,1,0
3407.33,1,1,71,0,16,9,0,502.49,6.7674,0.5294,1,0
8826.78,16,1,286,2,20,4,5,219.22,40.0816,0.1905,0,1
6072.99,23,0,675,0,26,15,2,3407.2,1.7819,0.5556,0,0
1766.26,5,1,17,3,37,11,1,630.01,2.7991,0.2895,0,1
2005.91,19,1,226,3,11,5,1,607.32,3.2975,0.4167,0,1
7803.86,14,1,1006,0,38,6,3,11679.88,0.6681,0.1538,0,0
3618.46,17,0,133,1,11,0,15,268.94,13.4047,0.0,0,0
1442.68,10,0,40,2,14,1,2,553.12,2.6036,0.0667,0,1
2121.43,4,0,154,0,14,5,2,568.4,3.7257,0.3333,0,1
2157.56,14,1,162,2,8,7,5,618.91,3.4804,0.7778,0,1
3380.11,13,0,128,2,5,5,4,1865.12,1.8113,0.8333,0,1
13938.33,7,1,1391,0,14,12,3,3983.53,3.4981,0.8,0,0
1568.08,20,1,190,0,41,24,2,773.2,2.0254,0.5714,0,0
15707.05,7,0,849,0,31,6,1,6252.48,2.5117,0.1875,0,0
241.79,14,1,102,0,40,10,1,1487.04,0.1625,0.2439,0,0
1022.93,13,1,57,2,2,2,0,410.99,2.4829,0.6667,1,0
3475.03,19,0,653,2,14,7,16,1641.81,2.1153,0.4667,0,0
738.96,12,0,546,0,23,16,8,1485.93,0.497,0.6667,0,0
977.75,10,0,76,0,14,5,2,1136.85,0.8593,0.3333,0,1
3683.4,6,0,134,2,12,1,6,267.65,13.7108,0.0769,0,0
972.03,17,0,526,1,12,2,0,1192.5,0.8144,0.1538,1,0
7255.12,13,0,1164,0,9,13,3,7364.13,0.9851,1.3,0,0
2913.63,3,0,91,0,5,8,2,1969.71,1.4785,1.3333,0,0
1988.51,6,0,255,0,7,3,22,1214.95,1.6354,0.375,0,0
5114.39,13,0,129,0,12,9,3,1245.44,4.1032,0.6923,0,0
5279.69,15,1,885,0,13,9,2,7029.42,0.751,0.6429,0,0
1967.26,20,0,300,2,11,1,3,1891.17,1.0397,0.0833,0,0
2.87,3,0,18,0,21,13,0,28.04,0.0988,0.5909,1,1
3609.27,10,1,539,2,5,4,10,455.4,7.9081,0.6667,0,0
294.76,14,0,467,0,35,20,13,390.41,0.7531,0.5556,0,0
2661.26,21,0,791,0,33,7,2,7366.79,0.3612,0.2059,0,0
1838.37,6,1,665,0,4,3,30,583.63,3.1445,0.6,0,0
1442.61,17,1,1112,0,8,3,0,2469.71,0.5839,0.3333,1,0
751.31,16,1,38,2,12,4,15,1017.14,0.7379,0.3077,0,0
14337.52,7,0,989,0,15,18,0,5743.04,2.4961,1.125,1,0
11137.53,18,0,982,0,18,11,3,7389.4,1.507,0.5789,0,0
2791.6,10,0,655,1,9,0,18,1839.22,1.517,0.0,0,0
40381.94,2,0,728,2,21,5,1,952.4,42.3557,0.2273,0,1
10995.53,23,0,771,0,33,13,0,3344.31,3.2868,0.3824,1,0
12266.57,15,1,431,0,20,6,2,3892.55,3.1505,0.2857,0,0
732.51,22,0,25,5,36,28,5,238.88,3.0537,0.7568,0,1
1115.13,10,0,113,1,3,7,1,696.14,1.5996,1.75,0,0
620.52,8,0,454,0,0,4,22,266.64,2.3185,4.0,0,0
104.9,10,1,868,0,7,11,0,848.68,0.1235,1.375,1,0
698.49,15,1,215,0,22,19,19,114.86,6.0287,0.8261,0,0
2031.8,8,0,363,2,8,5,25,1750.81,1.1598,0.5556,0,0
756.53,11,1,317,1,8,3,5,578.93,1.3045,0.3333,0,0
23705.66,0,0,339,0,19,10,2,138.02,170.5198,0.5,0,1
11962.0,19,0,1141,0,19,23,0,8045.16,1.4867,1.15,1,0
10112.61,21,0,971,0,21,18,2,4963.01,2.0372,0.8182,0,0
1678.73,15,0,331,0,25,8,8,454.7,3.6838,0.3077,0,0
4041.77,7,0,918,0,7,8,0,4455.36,0.907,1.0,1,0
1373.14,10,0,117,0,13,11,3,1038.13,1.3214,0.7857,0,0
32345.2,3,0,460,3,7,1,6,90.18,354.7401,0.125,0,1
555.97,9,0,293,1,5,1,18,1141.92,0.4864,0.1667,0,0
944.01,17,1,246,0,8,6,0,2560.15,0.3686,0.6667,1,0
3198.34,7,0,210,2,4,3,21,60.63,51.8958,0.6,0,0
4305.95,6,0,165,1,8,4,1,1530.55,2.8115,0.4444,0,1
1090.4,4,1,29,2,9,6,4,273.06,3.9787,0.6,0,1
1678.94,21,0,815,0,10,3,0,459.88,3.6429,0.2727,1,0
2851.1,19,0,792,0,13,1,0,367.04,7.7467,0.0714,1,0
2127.21,19,0,781,0,5,9,0,4241.94,0.5014,1.5,1,0
2567.82,17,0,410,0,19,19,0,8383.39,0.3063,0.95,1,0
2366.66,8,0,679,0,4,5,13,275.3,8.5655,1.0,0,0
1707.51,19,1,242,1,10,0,2,247.69,6.866,0.0,0,1
1250.46,18,0,390,1,8,3,16,238.15,5.2288,0.3333,0,0
576.4,15,0,131,2,14,6,6,490.56,1.1726,0.4,0,0
204.5,7,0,342,0,3,6,21,416.01,0.4904,1.5,0,0
2163.21,12,1,490,1,9,4,17,1031.31,2.0955,0.4,0,0
2536.02,12,1,125,0,12,9,19,203.87,12.3787,0.6923,0,0
4708.49,21,1,443,0,16,21,1,7165.19,0.657,1.2353,0,0
1265.47,18,0,192,1,14,8,4,944.25,1.3388,0.5333,0,0
1364.99,15,1,234,0,3,10,0,4113.74,0.3317,2.5,1,0
3124.6,11,0,116,2,16,6,6,1592.32,1.9611,0.3529,0,0
1379.5,16,1,208,3,13,4,4,856.04,1.6096,0.2857,0,1
3315.38,8,1,996,0,7,5,0,3806.0,0.8709,0.625,1,0
4480.07,17,0,212,0,14,9,0,725.77,6.1644,0.6,1,1
2520.45,10,0,390,0,23,12,13,879.64,2.8621,0.5,0,0
3070.63,19,1,692,2,13,6,8,1293.0,2.373,0.4286,0,0
3995.3,18,1,309,1,7,3,24,343.77,11.5883,0.375,0,0
1149.61,16,0,552,0,19,8,7,1678.76,0.6844,0.4,0,0
4151.97,7,0,688,0,10,9,0,2167.22,1.9149,0.8182,1,0
1045.79,0,0,140,1,7,10,2,1925.08,0.543,1.25,0,0
13.02,21,1,54,3,24,14,0,46.03,0.2768,0.56,1,1
3547.98,9,1,328,1,2,1,4,1338.73,2.6483,0.3333,0,0
2504.52,18,0,144,2,13,5,3,1404.71,1.7817,0.3571,0,0
1360.71,12,0,561,0,8,9,0,1991.94,0.6828,1.0,1,0
3745.83,13,0,515,1,10,2,17,1934.85,1.935,0.1818,0,0
491.11,20,0,156,0,10,13,8,254.87,1.9194,1.1818,0,0
768.01,19,1,535,0,29,21,11,340.14,2.2513,0.7,0,0
242.53,10,0,277,0,7,6,29,551.96,0.4386,0.75,0,0
1853.76,1,0,90,2,6,8,0,760.24,2.4352,1.1429,1,0
738.1,23,0,616,1,5,3,28,962.56,0.766,0.5,0,0
3689.45,8,0,483,0,11,24,0,6441.53,0.5727,2.0,1,0
4978.54,20,0,518,2,10,6,9,1278.44,3.8912,0.5455,0,0
3647.33,13,0,876,0,12,6,0,4493.76,0.8115,0.4615,1,0
272.62,6,1,613,0,4,3,22,1688.31,0.1614,0.6,0,0
314.58,8,0,284,0,25,13,20,467.73,0.6711,0.5,0,0
4862.28,11,0,1085,0,37,21,2,10322.23,0.471,0.5526,0,0
1870.78,14,1,97,0,7,6,2,1787.03,1.0463,0.75,0,0
4266.95,23,1,148,0,8,3,1,1809.11,2.3573,0.3333,0,0
1023.26,19,1,305,0,16,13,15,1433.72,0.7132,0.7647,0,0
931.76,17,0,212,2,3,4,28,1818.5,0.5121,1.0,0,0
29.67,9,0,634,1,1,6,24,614.87,0.0482,3.0,0,0
3109.27,20,1,699,0,32,17,1,2971.03,1.0462,0.5152,0,0
949.74,15,0,1026,0,4,10,0,3749.62,0.2532,2.0,1,0
2951.35,0,0,142,0,7,11,6,1791.88,1.6462,1.375,0,1
802.94,3,0,22,1,16,35,4,808.12,0.9924,2.0588,0,1
1860.01,8,0,307,3,12,7,1,817.6,2.2722,0.5385,0,1
3492.19,22,1,144,1,14,10,4,1142.03,3.0552,0.6667,0,1
12817.46,8,0,1024,0,26,7,1,8261.6,1.5513,0.2593,0,0
4089.9,9,1,329,2,10,9,5,57.64,69.7459,0.8182,0,1
4068.94,22,1,450,0,13,3,15,194.0,20.8664,0.2143,0,0
1911.84,5,0,167,0,9,4,6,1629.62,1.1725,0.4,0,0
1553.18,20,0,443,1,10,8,5,595.93,2.6019,0.7273,0,0
1974.49,11,0,236,0,18,9,8,1986.67,0.9934,0.4737,0,0
1251.13,12,1,32,1,39,18,2,707.05,1.767,0.45,0,1
3743.73,10,0,36,2,0,1,23,930.67,4.0183,1.0,0,0
2989.16,10,0,190,0,6,5,0,759.37,3.9312,0.7143,1,0
3853.73,4,0,74,1,6,6,5,817.58,4.7078,0.8571,0,1
326.56,13,0,3,5,15,11,1,323.58,1.0061,0.6875,0,1
3574.12,11,1,1367,0,13,15,1,6270.39,0.5699,1.0714,0,0
1634.31,9,1,337,0,22,14,19,912.03,1.79,0.6087,0,0
4344.34,19,1,314,4,18,7,3,54.53,78.2341,0.3684,0,1
9464.4,17,0,528,0,37,12,1,10762.93,0.8793,0.3158,0,0
650.5,6,0,639,1,3,0,25,406.55,1.5961,0.0,0,0
1447.87,8,0,304,0,14,15,7,1082.96,1.3357,1.0,0,0
4225.5,7,0,425,1,9,6,5,1532.95,2.7547,0.6,0,0
2551.01,18,0,628,0,6,9,0,488.33,5.2133,1.2857,1,0
2523.04,10,0,318,3,20,6,4,223.55,11.236,0.2857,0,1
437.4,15,1,176,0,37,24,17,421.23,1.0359,0.6316,0,0
6006.05,15,0,112,1,13,6,3,726.23,8.2588,0.4286,0,1
1737.79,18,1,1004,0,2,4,0,1784.1,0.9735,1.3333,1,0
1527.0,19,0,176,0,23,19,7,635.84,2.3978,0.7917,0,0
2167.46,12,0,464,0,11,7,0,1848.68,1.1718,0.5833,1,0
571.2,18,0,459,0,10,4,0,3487.94,0.1637,0.3636,1,0
10649.17,8,0,1349,0,9,17,2,5769.22,1.8455,1.7,0,0
4924.29,12,0,358,0,4,2,25,74.69,65.0587,0.4,0,0
14556.04,12,1,1329,0,34,10,0,6695.26,2.1738,0.2857,1,0
1588.48,9,1,179,1,14,9,2,1518.55,1.0454,0.6,0,0
401.82,13,0,17,0,39,27,1,117.35,3.3952,0.675,0,1
2233.43,10,0,300,3,14,4,3,567.02,3.932,0.2667,0,1
1663.5,23,1,147,0,15,5,4,1092.01,1.5219,0.3125,0,0
3569.56,10,0,1174,0,17,25,2,8764.16,0.4072,1.3889,0,0
332.08,10,1,105,0,14,10,19,308.16,1.0741,0.6667,0,0
12160.6,8,0,891,0,22,12,3,4848.83,2.5074,0.5217,0,0
2210.17,12,0,558,2,1,3,3,1496.5,1.4759,1.5,0,0
1886.13,20,0,14,6,43,29,4,654.21,2.8787,0.6591,0,1
9488.99,7,1,1151,0,18,24,1,7664.07,1.238,1.2632,0,0
3173.88,6,0,146,0,9,5,5,328.3,9.6383,0.5,0,0
1865.5,6,1,472,0,11,4,21,1525.81,1.2218,0.3333,0,0
4502.66,22,0,103,0,8,1,0,773.08,5.8168,0.1111,1,1
797.26,16,0,406,0,19,11,14,734.26,1.0843,0.55,0,0
4346.79,10,0,461,1,11,1,28,1911.23,2.2732,0.0833,0,0
1794.61,13,0,328,0,5,8,10,266.35,6.7126,1.3333,0,0
1708.3,5,0,30,3,13,35,4,11.43,137.4336,2.5,0,1
4807.12,16,0,75,3,16,4,6,493.12,9.7286,0.2353,0,1
1576.58,22,0,559,1,8,0,23,1749.56,0.9006,0.0,0,0
2369.59,16,0,273,1,8,0,27,159.39,14.7739,0.0,0,0
14197.97,2,0,250,2,11,7,0,97.02,144.8477,0.5833,1,1
2588.87,18,1,88,1,2,6,13,1125.78,2.2976,2.0,0,0
2753.88,20,0,225,1,8,0,7,1639.71,1.6785,0.0,0,0
2845.59,14,1,249,0,5,4,0,1041.91,2.7285,0.6667,1,0
3445.57,6,0,130,0,12,4,18,1639.29,2.1006,0.3077,0,0
3909.96,15,0,126,2,11,3,21,487.69,8.0009,0.25,0,0
449.62,17,0,281,2,9,5,1,317.74,1.4106,0.5,0,1
4706.48,9,1,55,1,19,7,5,349.51,13.4275,0.35,0,1
212.73,18,0,29,6,50,13,1,186.69,1.1334,0.2549,0,1
539.98,12,0,181,0,11,1,6,1408.67,0.3831,0.0833,0,0
3457.9,10,0,102,1,11,3,12,1908.69,1.8107,0.25,0,0
323.07,14,0,816,0,12,2,0,2899.32,0.1114,0.1538,1,0
111.98,13,0,462,0,10,4,0,793.07,0.141,0.3636,1,0
3240.35,23,0,387,0,9,2,5,545.26,5.9319,0.2,0,0
1578.36,9,0,288,1,8,1,3,689.31,2.2865,0.1111,0,0
4370.49,20,1,110,0,3,0,30,67.66,63.6541,0.0,0,0
4169.84,20,0,101,1,11,7,6,2128.66,1.958,0.5833,0,0
602.45,9,1,150,3,11,10,3,291.26,2.0613,0.8333,0,1
4108.91,19,0,60,1,6,4,21,285.43,14.3453,0.5714,0,0
859.12,12,1,1190,0,11,2,0,1383.26,0.6206,0.1667,1,0
2032.0,18,0,575,1,12,6,3,1371.09,1.481,0.4615,0,0
5936.83,13,0,970,0,17,26,1,6369.61,0.9319,1.4444,0,0
2121.52,14,0,78,2,11,6,0,1987.66,1.0668,0.5,1,0
2047.26,16,0,114,0,10,13,14,2017.3,1.0143,1.1818,0,0
4401.06,16,1,1320,0,38,20,2,5139.13,0.8562,0.5128,0,0
15.5,1,0,36,2,16,3,2,42.7,0.3547,0.1765,0,1
45.51,19,0,363,1,4,6,23,1343.39,0.0339,1.2,0,0
12197.7,16,0,1062,0,33,14,2,11142.6,1.0946,0.4118,0,0
4083.63,13,0,131,0,5,5,5,405.94,10.035,0.8333,0,1
841.05,18,0,387,0,23,14,3,876.69,0.9583,0.5833,0,0
782.43,8,1,567,0,3,5,11,1685.66,0.4639,1.25,0,0
176.0,12,0,135,2,13,10,2,96.76,1.8003,0.7143,0,1
201.67,14,1,117,0,12,13,20,1566.08,0.1287,1.0,0,0
1756.07,23,0,6,6,19,9,0,775.59,2.2613,0.45,1,1
3316.13,11,0,111,0,13,11,2,703.28,4.7085,0.7857,0,0
2327.51,20,1,530,0,9,5,16,196.25,11.7998,0.5,0,0
4729.92,9,1,104,1,11,7,4,1672.29,2.8267,0.5833,0,0
1757.48,21,1,844,0,14,6,0,3883.58,0.4524,0.4,1,0
3099.92,7,1,181,1,5,6,2,1426.31,2.1719,1.0,0,0
2134.84,12,1,1066,0,10,5,0,970.65,2.1971,0.4545,1,0
6975.8,1,0,190,1,7,9,1,441.15,15.777,1.125,0,1
1542.12,14,0,201,0,18,5,20,642.19,2.3976,0.2632,0,0
32658.06,3,1,424,1,16,5,6,62.33,515.6807,0.2941,0,1
2664.31,16,0,155,2,14,8,6,955.42,2.7857,0.5333,0,0
1174.2,17,0,101,0,35,23,13,1619.07,0.7248,0.6389,0,0
13419.63,19,0,1475,0,21,18,0,4293.15,3.1251,0.8182,1,0
1287.02,15,0,223,1,2,0,23,1125.11,1.1429,0.0,0,0
1547.64,18,0,231,0,7,4,7,1600.3,0.9665,0.5,0,0
488.11,17,0,452,0,38,15,14,714.1,0.6826,0.3846,0,0
1000.92,14,0,208,0,4,9,1,900.0,1.1109,1.8,0,1
1485.14,19,0,226,1,11,5,24,1133.08,1.3096,0.4167,0,0
2041.14,16,0,435,0,9,5,26,1406.04,1.4507,0.5,0,0
13232.7,16,0,1375,0,22,25,3,5852.71,2.2606,1.087,0,0
2007.6,17,1,1196,0,7,7,0,3006.38,0.6676,0.875,1,0
662.22,7,0,330,0,24,19,3,1437.04,0.4605,0.76,0,0
4931.2,10,0,122,0,7,3,2,498.22,9.8778,0.375,0,1
8409.37,10,1,682,0,41,27,2,5958.45,1.4111,0.6429,0,0
2237.7,15,1,711,0,6,6,0,1178.72,1.8968,0.8571,1,0
795.91,6,1,183,0,13,7,4,1403.88,0.5665,0.5,0,0
2365.92,7,1,615,0,10,5,1,7339.22,0.3223,0.4545,0,0
3111.93,18,1,499,2,4,4,28,823.56,3.774,0.8,0,0
903.85,9,0,595,0,22,5,13,1096.0,0.8239,0.2174,0,0
1148.26,11,0,272,2,8,3,0,520.99,2.1998,0.3333,1,1
11428.3,17,1,648,0,29,16,2,9169.36,1.2462,0.5333,0,0
1449.83,17,1,277,0,22,13,11,1100.25,1.3165,0.5652,0,0
14787.39,22,0,1453,0,24,9,1,6869.56,2.1523,0.36,0,0
3059.69,23,1,183,0,11,8,2,1214.66,2.5169,0.6667,0,1
1269.26,12,1,629,2,4,4,27,1221.61,1.0382,0.8,0,0
10597.96,19,1,865,0,11,15,3,10599.58,0.9998,1.25,0,0
2983.38,14,1,173,0,2,5,9,1669.04,1.7864,1.6667,0,0
2578.8,9,1,789,0,13,5,0,1412.03,1.825,0.3571,1,0
576.38,15,0,139,2,11,2,19,758.75,0.7586,0.1667,0,0
8457.42,20,1,496,0,16,22,0,4289.98,1.971,1.2941,1,0
3912.12,9,0,436,1,4,7,12,113.11,34.2838,1.4,0,0
263.0,19,1,251,1,9,6,21,187.65,1.3941,0.6,0,0
2448.4,8,0,99,2,4,7,4,1483.0,1.6499,1.4,0,0
6917.48,15,0,814,0,26,11,1,5772.77,1.1981,0.4074,0,0
